ID,FTF,OLA,OLS,HYA,HYS,HYF,8to10,10to12,12to3,3to5,5to8,timeblock,MWF,TR,MW,MF,oneday,online,resstatus,class,age,workstatus,major
98422125,1,2,3,5,6,4,5,5,1,1,5,3,5,,,,,2,1,1,2,2,5
98422344,1,4,5,2,3,6,5,2,2,3,5,3,5,,,,,2,1,1,1,2,8
98422636,6,1,2,3,4,5,5,4,3,2,1,1,,3,1,,4,1,0,3,3,1,11
98422715,1,6,5,2,3,4,3,1,2,4,5,3,5,3,1,2,,2,1,3,2,2,5
98422889,1,5,6,3,4,2,,,,,,,,,,,,,,,,,
98423124,1,3,6,5,4,2,5,2,1,4,3,1,,3,1,2,4,2,1,2,2,2,31
98423312,1,3,4,5,6,2,1,3,4,2,5,3,5,,,,,2,1,1,2,3,22
98423507,5,4,3,1,2,6,4,2,1,3,5,3,5,,,,,1,0,3,2,3,21
98424174,1,2,3,4,5,6,3,1,3,5,5,3,5,3,,,,2,1,2,2,2,23
98424571,1,2,3,5,6,4,2,1,3,4,5,3,5,,,,,2,0,1,2,3,26
98424719,1,4,4,4,5,5,4,2,3,3,5,3,5,,,,,2,0,1,1,3,23
98425209,1,2,3,4,5,6,2,2,3,4,5,2,,3,,,,1,1,3,2,3,14
98425210,1,6,5,3,4,2,2,1,2,5,5,3,5,3,,,,2,0,4,4,1,20
98425212,1,2,4,3,5,6,1,2,3,4,5,2,,,1,,,1,0,2,2,2,17
98425213,1,2,5,3,6,4,1,1,2,4,5,3,5,3,,,,2,0,4,2,2,4
98425221,1,2,5,3,5,6,3,2,2,3,5,2,,3,,2,4,2,0,1,1,3,29
98425223,1,2,3,4,5,6,2,1,2,2,5,1,5,3,,,4,1,0,3,5,1,14
98425224,3,1,5,4,6,2,1,1,5,5,5,2,,3,,,4,1,0,4,2,2,5
98425227,4,6,5,1,2,3,2,1,3,5,3,1,,3,1,,4,2,0,3,5,2,30
98425235,1,3,2,4,5,6,1,2,3,4,5,2,,,1,,,2,0,3,5,2,23
98425236,2,1,3,4,5,6,3,1,5,5,5,,,,,,,,,,,,
98425239,6,1,3,2,5,4,5,3,2,4,5,2,,3,,2,,1,0,2,2,2,11
98425240,1,2,3,4,5,6,2,2,2,3,4,2,5,3,,,,2,0,1,3,2,23
98425241,1,3,3,5,6,2,3,5,5,2,1,2,,3,1,2,4,2,0,4,5,1,18
98425242,1,2,3,4,5,6,3,1,2,4,5,2,,3,,,,2,1,3,2,2,14
98425243,1,3,2,5,6,4,4,1,2,3,5,3,5,3,,,,2,0,4,2,2,16
98425244,1,4,6,3,5,2,1,2,3,4,5,2,,3,1,,,2,0,2,2,2,5
98425249,2,3,5,1,4,6,5,2,1,4,5,2,,,1,,,2,0,3,2,2,29
98425252,1,2,3,4,5,6,2,2,3,5,5,1,,,,,4,2,0,4,3,2,23
98425253,1,5,4,3,2,6,4,1,2,3,5,3,5,3,,,,2,0,4,2,2,22
98425255,1,6,4,5,2,3,3,1,2,3,4,2,5,3,,,,2,0,3,2,2,5
98425266,4,2,3,5,6,1,2,1,3,4,5,2,,3,1,,4,1,0,2,2,1,16
98425268,1,3,2,5,6,4,,,,,,,,,,,,,,,,,
98425276,6,1,2,4,3,5,3,1,2,4,4,2,,3,1,2,,1,0,2,2,2,7
98425295,1,2,1,1,1,1,2,2,3,4,5,2,,,1,,,2,0,1,1,3,15
98425338,1,2,3,4,5,6,5,1,2,4,5,2,5,3,1,2,,2,0,4,3,2,30
98425356,1,2,6,4,5,3,3,1,2,4,5,3,5,,,,,2,1,2,2,3,4
98425358,1,3,2,6,5,4,3,1,2,4,5,3,5,,,,,2,0,1,1,2,13
98425369,2,1,3,4,5,6,3,2,3,5,5,3,5,3,,,,2,1,2,2,2,14
98425397,1,2,4,5,6,3,2,1,3,4,5,2,5,3,1,,,2,1,3,2,3,29
98425405,2,3,5,4,6,1,5,4,1,2,4,2,5,,1,,4,1,0,4,2,1,22
98425406,1,4,3,6,2,5,2,1,1,1,5,3,5,,,,,2,0,3,2,2,15
98425427,1,2,5,4,3,5,1,3,4,2,5,3,5,,,,,2,0,3,2,2,14
98425438,1,2,6,3,4,5,3,1,1,2,4,2,5,,,,,2,0,1,4,2,18
98425444,1,2,6,3,5,4,1,2,3,4,5,3,5,,,,,2,0,3,4,3,23
98425449,1,4,3,2,5,6,3,1,2,4,5,3,5,3,,,,2,1,1,1,3,26
98425452,1,2,2,6,5,6,2,1,3,4,5,2,5,,1,2,,2,1,3,2,2,5
98425455,1,3,4,5,6,2,5,1,2,3,4,3,5,,,,,2,0,3,2,2,6
98425460,2,6,4,5,4,1,2,1,3,4,5,2,,3,,,,2,1,4,2,2,31
98425461,1,5,6,3,2,4,3,1,4,5,5,3,5,,,,,2,0,1,1,3,5
98425466,1,3,6,4,5,2,5,2,1,3,3,2,,3,,,,2,1,3,2,2,11
98425469,1,3,2,5,4,6,3,2,2,3,4,3,5,,,,,2,0,1,1,3,11
98425471,3,5,4,2,1,1,1,2,3,4,5,2,,,1,,,2,0,4,3,3,12
98425491,1,2,4,3,5,6,3,1,1,4,5,2,,3,1,,,2,0,3,3,2,5
98425493,2,1,6,3,4,5,4,2,2,3,5,3,5,,,,,1,0,3,2,2,20
98425497,1,1,2,3,3,6,5,2,1,3,4,3,5,3,,,,2,0,4,2,3,1
98425503,6,1,2,3,4,5,5,2,1,3,5,2,,3,,,,1,1,2,2,2,14
98425521,1,1,4,6,6,6,3,1,4,5,5,2,5,3,1,,,1,0,1,1,3,23
98425530,2,3,1,4,6,5,2,1,3,4,5,3,5,,,,,2,0,3,2,3,8
98425531,1,3,4,5,6,2,4,2,1,3,5,1,,3,,,4,1,0,4,2,3,11
98425533,1,2,3,4,5,6,1,2,3,5,5,2,5,3,,,,2,0,1,5,3,9
98425541,2,5,4,3,1,1,4,1,2,5,5,3,5,,,,,2,1,2,2,3,5
98425573,2,1,6,6,6,6,5,1,3,5,5,2,,3,,,,1,0,1,2,2,23
98425645,1,2,6,4,5,3,1,2,3,4,5,3,5,3,,,,2,0,2,2,2,8
98425662,2,1,3,6,5,4,3,1,3,4,5,2,,3,,,,2,0,4,2,2,31
98425663,4,1,2,4,4,5,5,1,1,5,5,2,5,,,,,2,1,4,2,2,26
98425671,1,3,6,2,5,4,2,1,3,4,5,3,5,,,,,2,0,1,2,3,22
98426097,2,3,6,1,5,4,5,1,1,4,5,2,,3,1,,,1,0,4,5,1,3
98426196,1,6,4,2,5,3,1,2,3,4,5,2,,3,1,,,2,0,3,2,2,23
98426209,3,1,4,2,5,6,1,2,3,4,5,2,,3,,,,2,0,4,2,2,19
98426436,1,3,4,5,2,6,2,1,3,4,5,3,5,3,,,,2,1,1,1,2,8
98426513,1,2,6,4,5,3,2,1,2,2,2,3,5,3,,,,2,0,4,2,3,15
98426620,1,6,4,5,3,2,3,2,1,4,5,2,5,3,,,,2,0,3,2,3,23
98426621,1,2,4,3,5,6,1,1,2,4,5,3,5,3,,,,2,1,2,2,2,23
98426632,4,5,6,2,3,1,5,3,1,2,4,2,,3,1,2,,1,0,1,1,2,9
98426655,6,1,2,3,4,5,1,2,3,4,5,1,,,,,4,1,0,4,4,1,30
98426670,1,3,2,4,3,5,4,1,2,3,4,2,,3,1,,,2,1,4,3,2,20
98426726,1,2,5,3,4,6,1,2,3,4,5,2,5,3,,,4,1,0,3,2,1,25
98426779,1,2,4,3,5,6,5,3,1,2,4,2,,,1,,,1,0,2,2,2,8
98426886,1,2,4,3,5,6,5,1,2,3,4,3,5,3,,,,2,0,4,2,3,1
98426915,1,2,3,6,4,5,3,1,1,2,4,1,,,,,4,1,0,4,4,2,22
98426953,1,2,4,3,5,6,1,5,4,3,2,3,,3,1,,,2,0,2,4,1,29
98426977,2,1,3,6,5,4,1,2,3,4,5,1,5,,,,,1,0,2,2,3,1
98426994,2,5,1,4,3,6,2,1,3,4,5,3,5,,1,,,2,1,3,2,2,25
98427077,1,2,6,4,5,3,4,1,2,3,5,2,,3,1,,,2,0,2,2,2,3
98427078,1,6,3,5,2,4,1,2,3,4,5,2,,3,1,,,2,0,4,2,2,26
98427188,3,2,1,5,6,4,4,1,2,3,5,2,5,3,,,,2,1,3,2,3,5
98427243,1,6,5,4,2,3,5,2,2,4,3,3,5,3,1,,,2,1,2,1,3,29
98427284,4,3,5,1,6,2,3,1,2,4,5,3,5,,,,,2,0,1,2,2,26
98427305,1,2,6,5,4,3,2,1,3,4,5,2,,3,,,,2,0,2,2,2,29
98427376,2,3,6,5,4,1,1,2,3,4,5,3,5,,,,,2,0,1,3,2,8
98427589,1,6,6,6,6,6,3,1,2,3,4,2,,3,1,,,2,0,2,2,1,33
98427600,3,6,1,2,5,4,2,1,4,5,5,3,5,,,,,2,0,2,2,3,10
98427624,1,2,4,5,6,3,3,2,4,5,5,1,,3,,,4,2,0,2,2,3,8
98427721,1,2,3,4,5,6,1,1,3,5,5,1,,,,,4,2,0,3,5,3,23
98427970,1,2,4,3,5,6,3,1,2,4,5,2,,3,1,,,2,1,1,1,2,23
98427995,1,6,3,5,4,2,2,1,3,4,5,3,5,3,,,,2,0,3,2,3,26
98428119,1,3,2,4,6,5,1,2,3,5,5,2,5,3,,,,2,0,2,2,2,14
98428141,6,2,3,4,5,1,4,2,1,3,5,2,5,,1,2,,2,0,3,2,3,31
98428202,2,1,3,4,5,6,2,1,3,5,4,2,,3,1,2,,2,0,3,2,3,26
98428253,2,1,5,3,6,4,5,1,2,4,5,2,,3,1,,,1,1,1,1,2,5
98428286,1,2,3,5,2,5,1,1,1,2,2,1,,3,,,,1,0,2,5,1,5
98428400,5,2,1,3,4,6,1,2,4,4,5,3,5,,,,,2,0,4,3,2,15
98428420,2,1,4,5,6,3,5,4,3,2,1,1,,,,,4,1,0,4,3,1,29
98428482,1,2,3,4,5,6,4,2,2,4,5,2,,3,1,,,2,1,3,2,3,11
98428675,1,6,3,4,2,5,5,1,2,3,4,2,5,3,1,,,2,0,1,2,2,25
98429052,3,1,2,3,6,2,2,1,2,5,3,1,,,,,4,1,0,1,5,3,23
98429327,1,2,3,4,5,6,2,1,2,4,5,1,,3,1,,4,1,0,3,2,2,23
98429353,1,2,4,3,5,6,1,2,3,4,5,2,5,3,,,,2,0,3,2,3,5
98429382,1,2,3,4,5,6,2,1,3,4,5,3,5,,,,,2,1,1,1,3,26
98429951,1,5,3,4,6,2,1,2,2,4,5,1,,3,1,,,2,0,4,5,2,14
98430059,1,6,3,5,4,2,4,1,2,3,5,2,,3,1,,,2,1,1,1,3,29
98431917,2,1,6,5,4,3,5,1,2,3,4,2,,3,1,,,1,1,3,2,2,5
98432188,2,5,6,1,3,4,2,4,3,4,5,2,,3,1,,,2,0,4,3,2,23
98434189,1,1,2,2,4,3,5,1,1,4,5,2,,3,1,2,,2,0,2,5,2,29
98435794,1,2,6,3,4,5,3,1,2,4,5,3,5,,,,,2,0,4,2,2,26
98436114,1,2,4,3,5,6,2,1,3,4,5,2,,3,,,,2,1,3,2,2,7
98440011,1,2,3,4,5,6,4,2,1,3,5,2,,3,1,,,1,0,4,2,3,25
98440114,1,3,3,4,4,4,3,2,1,3,3,3,5,,,2,,2,0,3,2,3,10
98441309,4,1,3,5,6,2,2,1,5,5,5,3,5,,,,,2,0,1,1,2,8
98443048,1,6,2,5,3,4,2,4,3,1,1,1,,3,1,,4,2,0,2,5,1,27
98444458,1,6,2,3,4,5,4,1,2,3,5,2,,3,1,,,2,1,4,2,1,14
98444459,1,2,3,4,5,6,3,2,3,4,5,2,,3,1,,,1,0,4,2,2,28
98444475,1,2,3,5,6,4,1,4,4,4,4,2,5,3,1,2,,2,0,3,2,2,9
98444480,1,3,2,5,4,6,3,2,2,4,4,2,5,3,1,,,2,1,1,2,3,3
98444481,1,2,5,3,4,6,5,2,1,4,4,2,,3,1,,,2,0,1,2,3,29
98444482,2,1,3,4,5,6,5,2,1,1,3,2,,3,1,,,2,0,1,2,3,3
98444485,3,2,4,5,6,1,2,1,3,4,5,1,,,1,,,1,0,3,2,2,14
98444486,4,5,6,1,2,3,1,2,3,4,5,2,,3,1,,,2,0,3,3,2,8
98444489,1,6,6,6,6,6,2,1,4,5,5,2,5,,1,,,2,1,1,2,3,26
98444496,1,3,4,2,5,6,3,2,1,4,5,2,,3,1,,,2,1,2,2,3,19
98444498,6,1,2,4,5,3,5,5,5,3,1,1,,,,,4,1,0,3,5,1,27
98444502,1,2,3,4,5,6,2,2,3,5,5,3,5,,,,4,2,0,1,1,2,11
98444503,2,1,5,1,6,4,5,2,2,3,3,2,5,3,1,2,,2,0,1,3,2,4
98444505,6,1,1,1,1,1,5,4,1,5,5,2,,3,,,,2,0,1,5,1,23
98444508,6,1,2,3,5,6,,,,,,,,,,,,,,,,,
98444515,3,2,5,1,4,6,2,1,3,5,5,,,,,,,,,,,,
98444589,1,2,3,4,5,6,1,2,2,3,2,3,5,3,,,,2,0,4,2,1,6
98444625,1,2,3,4,5,6,4,2,1,3,5,,,,,,,,,,,,
98444746,3,2,5,1,4,6,5,3,2,2,3,2,,3,1,,,2,0,3,4,1,4
98444764,1,5,6,4,3,2,1,2,3,4,5,2,,3,,,,2,0,4,2,2,7
98444772,1,3,2,3,2,4,2,1,1,3,5,2,,3,,,,2,0,3,4,3,1
98444776,1,2,5,6,4,3,1,2,3,4,5,3,5,3,,,,2,0,2,2,3,31
98444858,2,6,6,1,1,1,3,1,3,3,2,2,,3,,2,,2,1,4,2,2,22
98444910,1,4,3,5,2,6,3,1,2,4,5,3,5,,1,,4,2,0,1,2,2,6
98444919,1,2,4,3,5,6,3,1,3,4,5,2,,3,1,,,1,0,3,2,3,14
98444929,6,1,6,6,6,2,2,1,3,1,1,1,,,1,,4,1,0,3,5,2,27
98445045,1,2,6,3,4,5,1,1,3,4,5,3,5,,,,,2,0,1,1,2,29
98445104,1,5,6,3,4,2,2,1,3,5,5,3,5,,,,,2,0,2,2,2,26
98445190,1,3,2,6,6,1,2,1,3,5,5,3,5,,,,,2,1,1,2,2,11
98445201,1,2,6,4,3,5,3,1,3,4,5,3,5,3,,,,2,0,3,2,2,20
98445282,1,3,2,4,5,6,1,2,3,5,5,3,5,3,,,,2,1,2,2,2,5
98445310,1,2,5,3,4,6,2,1,3,4,5,2,,3,,,,2,0,4,2,2,23
98445353,1,2,3,4,5,6,1,3,5,5,5,2,5,,,,,1,0,1,1,2,4
98445355,1,2,4,5,3,6,2,1,3,4,5,3,5,3,,,,2,1,1,2,3,7
98445362,2,1,3,6,5,4,1,1,3,5,5,2,5,,1,2,,2,0,2,2,1,17
98445393,1,2,4,6,5,3,3,1,2,4,5,3,5,3,,,,2,0,1,1,2,26
98445399,1,2,4,3,5,6,2,1,2,4,5,3,5,,,,,2,0,2,2,2,26
98445428,1,1,2,3,4,1,1,1,1,4,5,2,5,3,,,,2,0,4,2,2,11
98445432,1,2,3,4,5,6,,1,,,,2,,3,1,,,2,1,1,2,3,5
98445434,2,1,6,5,4,3,5,1,2,3,4,1,,,1,,,2,0,4,3,1,3
98445444,1,2,3,4,5,6,1,1,5,5,5,2,,3,,,,2,1,1,1,2,23
98445447,1,2,6,5,3,4,3,1,2,4,5,3,5,,1,,,2,1,2,2,2,14
98445448,1,3,4,2,5,6,1,2,3,4,5,2,5,,,2,,2,1,1,1,2,23
98445463,1,2,4,3,5,6,2,1,3,5,4,3,5,,,,,2,0,4,5,3,17
98445503,2,1,4,3,5,6,3,2,1,4,5,2,,3,1,,,2,1,3,2,3,30
98445507,2,3,4,5,6,1,3,1,2,4,5,3,5,3,,,,2,0,2,2,2,26
98445538,2,1,3,4,5,6,2,1,3,4,5,3,5,,,,,2,1,1,1,2,26
98445588,2,6,3,4,1,5,5,5,2,1,2,1,,,1,2,4,2,0,4,4,1,27
98445589,5,5,4,4,4,2,,1,3,5,5,2,,3,,2,,1,0,4,3,2,5
98445710,4,2,5,3,4,1,2,1,2,3,4,3,5,,1,2,,2,0,3,2,1,9
98445855,1,3,2,5,4,6,2,1,2,3,5,3,5,,,,,2,1,4,2,2,22
98445969,1,2,3,4,5,6,3,3,1,4,5,2,5,3,,,,2,0,4,5,3,5
98446019,1,3,2,5,4,1,3,1,3,4,5,3,5,3,1,,,1,0,3,2,1,17
98446040,1,3,6,2,4,5,1,1,4,4,4,2,,3,1,,,2,0,2,2,2,5
98446135,1,3,6,2,5,4,5,1,2,3,4,3,5,,1,,4,2,0,4,2,2,5
98446251,2,1,3,4,5,6,3,1,2,3,5,3,5,,,,,2,0,4,2,3,5
98446396,2,1,2,2,2,3,5,1,2,2,5,2,,3,1,,4,1,0,2,3,1,3
98446426,1,2,3,4,5,6,1,2,4,5,5,3,5,3,,,,2,1,1,2,3,19
98446457,1,2,3,3,3,6,5,3,1,3,4,2,,3,1,,,2,1,3,2,2,14
98446679,1,2,3,4,6,4,4,1,2,3,5,2,5,3,1,2,,2,1,1,2,2,3
98447546,1,6,5,4,3,2,5,4,3,1,1,2,,3,1,,,2,0,3,4,2,33
98447964,2,1,3,4,6,5,3,1,4,5,5,1,,,,,4,2,0,3,5,1,30
98448246,1,6,5,4,2,6,1,1,2,3,5,3,5,3,,,,2,1,1,1,3,26
98448307,1,2,6,3,6,2,1,1,3,5,5,2,5,,,,,2,0,2,2,2,4
98448508,1,2,4,5,3,6,1,1,2,4,5,2,5,3,,,4,2,0,4,2,2,23
98448630,2,1,3,5,6,4,3,4,5,2,1,2,,,1,,,1,0,3,5,2,14
98448734,1,3,4,2,5,6,5,1,2,4,5,2,5,,1,,,2,0,3,2,2,23
98448766,2,4,3,5,1,6,2,1,1,2,4,3,5,,,,,2,0,4,2,2,33
98449024,1,4,3,5,6,2,1,2,3,5,5,3,5,,,,,2,0,1,1,2,31
98449127,6,1,3,4,5,2,4,2,1,3,5,1,5,3,1,2,4,1,0,2,2,3,26
98449689,6,1,2,3,4,5,5,1,2,4,4,2,,3,,,,1,1,2,2,2,14
98449690,1,4,2,5,3,6,4,1,1,5,5,3,5,3,,,,2,0,2,2,2,26
98449696,1,6,5,4,2,3,5,2,1,3,4,3,5,3,,,,2,0,1,2,3,16
98449698,1,6,5,4,3,2,5,1,3,5,5,3,5,,,,,2,1,1,2,2,5
98449705,2,1,6,4,5,3,3,4,1,4,5,3,5,,,,,2,0,4,2,3,5
98449732,1,5,6,3,2,4,2,1,5,4,3,1,,3,1,,4,2,0,2,4,1,2
98449754,1,5,4,6,3,2,3,3,3,3,1,2,,3,,,,2,0,3,5,1,9
98449807,1,6,2,5,3,4,1,2,3,4,5,3,5,,,,,2,0,1,2,3,13
98449810,1,3,3,2,2,2,2,1,1,2,3,2,,3,1,,,2,0,1,2,3,3
98449860,1,5,2,4,3,6,4,1,2,3,5,2,,3,1,,,1,0,1,2,3,23
98449868,1,2,4,3,5,6,3,1,2,4,5,3,5,,,,,2,0,4,2,2,4
98449884,1,3,2,4,5,6,4,1,2,4,5,3,5,,,,,2,0,4,2,2,7
98450025,6,1,1,6,6,6,2,2,5,5,5,2,,3,,,,1,0,3,3,2,3
98450114,1,2,6,6,6,4,1,2,3,4,5,3,5,,,,4,2,0,2,2,2,4
98450243,1,4,5,3,6,2,1,2,3,4,5,1,,3,1,,,2,1,4,2,3,23
98450294,1,2,4,3,5,6,4,1,1,5,5,2,,3,1,,,2,1,1,2,2,28
98450335,1,5,6,2,3,4,5,4,1,3,4,2,5,3,1,,,2,0,2,2,2,7
98450403,1,3,2,6,6,6,3,2,2,4,5,2,,3,1,,4,2,0,2,2,2,23
98450538,1,2,3,4,5,6,2,1,2,4,5,2,5,3,1,,,2,1,2,2,2,11
98451414,1,5,3,4,2,6,3,1,2,4,5,2,5,3,,,,2,1,3,2,3,19
98452034,6,1,4,2,5,3,5,2,2,3,4,1,,,,,4,1,0,4,2,2,11
98452388,1,6,4,3,2,5,5,1,3,5,5,3,5,,1,,,2,1,3,2,2,7
98452509,1,4,3,5,6,2,5,3,1,2,4,2,5,,,,,2,0,1,2,3,4
98452537,6,1,4,3,5,2,3,3,5,5,5,2,,3,,,,1,0,2,1,2,8
98452648,1,3,2,2,2,2,1,2,4,4,5,2,5,3,1,,,2,0,1,1,2,23
98452660,1,6,3,4,2,5,3,1,2,4,5,3,5,3,1,,,2,1,2,2,2,20
98452672,1,1,4,1,2,1,1,1,,,,2,,3,1,,,1,0,3,2,2,14
98452783,1,2,4,3,5,6,1,2,3,4,5,3,5,,,,,2,0,2,2,2,25
98452840,6,5,4,2,1,3,2,1,3,5,5,3,5,3,1,2,,2,0,3,2,3,16
98452969,1,4,3,5,2,6,4,1,2,3,5,1,,3,,,4,2,0,4,2,2,23
98453243,5,1,2,4,3,6,3,5,4,1,2,1,,3,1,2,4,1,0,3,5,2,5
98455290,1,4,3,6,2,5,3,2,1,4,5,3,5,3,,,,2,1,2,2,3,8
98456703,1,2,6,4,5,3,5,2,1,3,4,2,5,,,,,2,,,,,
98456704,6,1,2,3,4,5,5,1,2,3,,3,,3,,,4,1,0,3,2,2,1
98456705,2,3,1,4,5,6,4,2,2,3,5,2,,3,,2,,2,0,2,2,2,20
98456771,2,1,5,3,4,6,2,1,1,3,5,2,,3,,,,2,0,2,2,3,23
98456782,3,1,2,5,6,4,3,2,1,4,5,2,,3,,,,2,0,2,2,2,28
98456919,3,1,4,2,5,6,3,1,2,4,5,2,,3,,,4,2,0,3,5,2,5
98457168,1,2,3,4,5,6,3,1,1,1,4,2,5,,,2,,2,0,1,1,3,4
98457187,1,6,5,4,3,2,3,1,3,4,5,3,5,3,1,2,,2,0,1,2,2,8
98457389,1,2,4,3,5,6,5,2,1,3,4,2,5,3,1,,,2,0,2,2,3,22
98457500,1,6,2,5,3,4,5,4,2,4,5,3,5,3,,,,2,0,4,2,2,26
98457502,2,1,4,5,6,3,3,1,2,4,5,2,,3,,,,2,0,3,2,2,1
98457510,2,1,3,4,5,6,2,1,3,4,5,1,,,,2,,1,0,4,3,1,23
98457524,1,2,5,3,4,6,5,1,2,4,5,3,5,,,,,2,1,1,1,3,4
98457551,1,2,6,4,5,3,5,5,1,2,5,3,5,3,1,2,4,2,0,1,1,2,20
98457558,1,2,3,4,5,6,3,1,2,4,5,3,5,3,,,,2,0,3,2,1,11
98457560,1,2,5,3,6,4,3,2,2,4,5,2,5,,,,,2,0,1,1,2,26
98457584,1,3,2,6,5,4,2,1,2,3,4,3,5,3,,,,2,0,1,2,3,11
98457590,3,4,5,2,6,1,1,1,3,4,5,3,5,3,,,,2,0,3,2,2,11
98457598,1,2,3,4,5,6,3,1,2,4,5,3,5,3,,,,2,1,1,3,3,14
98457633,1,2,6,2,5,4,5,2,1,3,4,3,5,,,,,2,0,1,1,2,26
98457667,1,4,2,3,2,5,3,1,2,5,5,2,,3,,,,2,0,1,1,2,13
98457794,2,3,4,1,5,6,3,1,2,5,5,2,,3,1,,,2,0,3,2,3,5
98457827,1,3,6,4,5,2,4,1,2,3,5,2,5,3,,,4,2,1,2,2,2,14
98457828,6,1,2,3,5,4,4,2,1,3,5,2,,3,,,,1,0,4,2,3,9
98457974,2,1,3,4,5,6,5,1,2,3,4,2,,3,1,,,2,0,1,1,2,23
98458058,1,6,3,5,4,2,3,1,2,4,5,3,5,3,1,2,,2,0,3,3,2,23
98458078,1,2,4,3,5,6,5,1,2,4,5,3,5,3,1,,,2,1,3,2,2,5
98458089,6,1,2,3,4,5,5,4,3,1,2,3,,,,,4,1,0,2,5,1,27
98458160,3,2,4,6,5,1,5,5,3,2,1,1,,,,,4,1,0,3,2,1,5
98458196,1,2,3,4,5,6,5,1,1,3,5,2,,3,1,,,2,1,3,2,3,3
98458278,1,2,5,3,4,6,2,2,2,5,5,3,5,,,,,2,0,1,1,2,26
98458650,1,3,4,5,2,6,5,5,1,1,1,3,5,3,,,,2,0,4,2,2,16
98459106,1,2,4,5,6,3,1,2,3,3,5,3,5,,,,,2,0,2,2,3,17
98459137,4,1,2,5,3,6,4,3,2,5,1,2,5,,1,2,,2,0,3,4,2,4
98459218,4,1,2,3,5,6,5,1,2,3,4,2,,3,1,2,4,1,0,3,2,2,3
98459245,1,5,4,2,3,6,3,1,2,4,5,2,,3,1,2,,2,0,4,3,1,23
98459270,2,2,1,4,3,2,1,1,5,5,5,1,,,1,,,1,1,1,2,3,28
98459553,1,2,3,6,6,6,3,1,1,4,5,2,,3,1,,,2,0,3,2,3,29
98459973,1,6,6,1,6,6,3,1,3,5,5,2,5,,1,,,2,0,3,4,2,23
98460003,1,4,3,5,2,6,,,,,,,,,,,,,,,,,
98460028,1,3,4,6,5,2,5,1,2,4,5,3,5,,,,,2,0,1,2,3,17
98462506,1,3,2,5,4,6,2,1,3,4,5,3,5,3,,,,2,0,4,2,3,6
98462778,1,2,3,4,5,6,2,1,3,4,5,3,5,,,,,2,0,2,2,2,4
98463146,1,4,2,5,3,6,2,2,3,3,5,2,5,3,,2,,2,0,3,4,3,19
98463622,2,1,3,5,6,4,1,3,4,4,5,2,,3,,,,2,0,1,2,3,23
